機構名稱,機構代碼,地址全址,特約服務項目,機構電話,電子郵件,機構負責人姓名,特約起日,特約迄日,最後異動時間
高雄市私立佳馨居家長照機構,1X1500006,高雄市苓雅區田西里成功一路232號11樓之1,居家服務,07-5369381,jiaxin5656@gmail.com,黃秀惠,20210401,20221231,20210501 16:46:25
保證責任高雄市高屏照顧服務勞動合作社附設高雄市私立高屏居家式服務類長期照顧服務機構,1T1500012,高雄市新興區玉衡里文橫一路17號5樓之5,居家服務,07-2011699,kp2011799@gmail.com,楊晊權,20230101,20240630,20231219 10:52:16
保證責任高雄市高屏照顧服務勞動合作社附設高雄市私立高屏居家式服務類長期照顧服務機構,1T1500012,高雄市新興區玉衡里文橫一路17號5樓之5,喘息服務,07-2011699,kp2011799@gmail.com,楊晊權,20240701,20261231,20240627 16:30:02
國軍左營總醫院附設民眾診療服務處社區長照機構,2E1500001,高雄市左營區合群里軍校路553號(11病房南棟1樓),社區式交通接送服務(BD03),07-5817121#3498,S001253@mail.ngh.com.tw,李彥儒,20240701,20261231,20240702 15:15:10
信義醫療財團法人附設高雄市私立居家式服務類長期照顧服務機構,1U1500001,高雄市苓雅區苓雅里成功一路135巷26號,居家服務,07-5363016,sinyihs@gmail.com,高堂恩,20230101,20240630,20231218 16:14:00
美力國際有限公司附設高雄市私立美力國際居家式服務類長期照顧服務機構,1V1500002,高雄市前鎮區西甲里一心二路119號八樓之二,居家服務,07-3314795,bm20160617@gmail.com,潘美麗,20210401,20221231,20210501 16:11:11
美力國際有限公司附設高雄市私立美力國際居家式服務類長期照顧服務機構,1V1500002,高雄市前鎮區西甲里一心二路119號八樓之二,喘息服務,07-3314795,bm20160617@gmail.com,潘美麗,20230101,20240630,20231230 15:23:50
專安誠健康事業有限公司附設高雄市私立專安誠居家長照機構,1X1500001,高雄市三民區灣子里大昌一路263號1樓,居家服務,07-3927751,scformosa.11@gmail.com,吳啟銘,20240701,20261231,20240626 19:17:09
高雄榮民總醫院,B21500017,高雄市左營區大中一路386號,專業照護服務,07-3468337,yjsong@vghks.gov.tw,陳金順,20240901,20261231,20240830 16:55:32
詠生五甘心物理治療所,B41500006,高雄市那瑪夏區秀嶺巷112號1樓,交通接送服務,07-3835136,millemillemille01@gmail.com,吳姵蓉,20200101,20201231,20201201 14:15:48
松柏物理治療所,B41500007,高雄市大寮區自強街61號1樓,專業照護服務,928708960,water1818.tw@gmail.com,楊明勤,20240701,20261231,20240615 10:52:20
康毅物理治療所,B41500008,高雄市六龜區民治路16號2樓,專業照護服務(CC01),07-6893619,comein.homecare@gmail.com,陳峰毅,20230201,20231231,20230802 17:19:14
有限責任高雄市日新照顧服務勞動合作社附設高雄市私立日新居家式服務類長期照顧服務機構,1T1500007,高雄市美濃區泰安里?峰街6之3號,居家服務,07-6811377,minifang6536@yahoo.com.tw,曾溫來妹,20230101,20240630,20231218 14:27:11
社團法人高雄市八方義行團關懷協會私立八方居家長照機構,1N1500004,高雄市鳳山區東門里中山東路58巷32號,居家服務,07-7190805,nurseaide107@gmail.com,陳虹秀,20210401,20221231,20210501 15:17:35
社團法人高雄市照顧服務人力協會附設高雄市私立華登人力居家式服務類長期照顧服務機構,1R1500013,高雄市新興區明莊里六合二路1號,喘息服務,07-2860023,kcsha111@gmail.com,張儀楹,20240701,20261231,20240627 16:01:14
財團法人高雄市私立萃文書院社會福利慈善事業基金會附設高雄市私立萃文居家式服務類長期照顧服務機構,1S1500004,高雄市內門區內豊里內埔83號,到宅沐浴車服務,07-6671006,jw970301@yahoo.com.tw,黃碧恭,20210401,20221231,20210510 15:10:57
有限責任高雄市樹子照顧服務勞動合作社私立樹子居家長照機構,1T1500008,高雄市新興區振華里中山二路472號10樓之7,居家服務,07-2818800,treeseeda2@gmail.com,王炳宇,20210401,20221231,20210501 15:01:05
有限責任高雄市樹子照顧服務勞動合作社私立樹子居家長照機構,1T1500008,高雄市新興區振華里中山二路472號10樓之7,居家服務,07-2818800,treeseeda2@gmail.com,王炳宇,20240701,20261231,20240625 16:07:16
有限責任高雄市安祥照顧服務勞動合作社附設高雄市私立安祥居家長照機構,1T1500010,高雄市鳳山區曹公路15之3號4樓,居家服務,07-7902897,caregiv.living@gmail.com,羅連春,20210401,20221231,20210501 14:28:28
圓融松柏事業有限公司附設高雄市私立圓融居家長照機構,1V1500004,高雄市鳳山區文英里文和街42號2樓,居家服務,07-7991187,yl7778685@gmail.com,顏瑞宏,20210401,20221231,20210501 17:13:25
高雄市私立佳馨居家長照機構,1X1500006,高雄市苓雅區田西里成功一路232號11樓之1,居家服務,07-5369381,jiaxin5656@gmail.com,黃秀惠,20240701,20261231,20240626 17:29:28
國軍左營總醫院附設民眾診療服務處社區長照機構,2E1500001,高雄市左營區合群里軍校路553號(11病房南棟1樓),小規模多機能服務,07-5817121#3498,S001253@mail.ngh.com.tw,李彥儒,20240701,20261231,20240701 00:04:32
社團法人台灣高齡照顧協會附設高雄市私立台灣高齡社區式服務類長期照顧服務機構,2R1500005,高雄市鳳山區中山西路127號,喘息服務,07-7108357,dc.s3699@msa.hinet.net,劉庭軒,20240701,20261231,20240701 00:33:03
社團法人台灣高齡照顧協會附設高雄市私立台灣高齡社區式服務類長期照顧服務機構,2R1500005,高雄市鳳山區中山西路127號,社區式交通接送服務(BD03),07-7108357,dc.s3699@msa.hinet.net,劉庭軒,20240701,20261231,20240701 00:33:33
保證責任高雄市高屏照顧服務勞動合作社附設高雄市私立高屏居家式服務類長期照顧服務機構,1T1500012,高雄市新興區玉衡里文橫一路17號5樓之5,喘息服務,07-2011699,kp2011799@gmail.com,楊晊權,20230101,20240630,20231230 17:32:00
社團法人高雄市家庭照顧者關懷協會附設高雄市私立家關居家式服務類長期照顧服務機構,1R1500001,高雄市三民區十美里漢口街137號,居家服務,07-3223839,kh.caregiver@gmail.com,石義方,20240701,20261231,20240626 08:48:10
社團法人高雄市受恩社區關懷協會私立受恩居家長照機構,1N1500005,高雄市三民區鼎金里明誠一路20號,居家服務,07-3109382,ya.lin@stipendiary.tw,劉庭軒,20240701,20261231,20240626 08:42:29
社團法人台灣身心機能活化運動協會私立翠華園居家長照機構,1R1500006,高雄市左營區海勝里翠華路601巷69號2樓,居家服務,07-5884647,kinou.hcs@gmail.com,魏成安,20230101,20240630,20231218 14:43:48
社團法人高雄市路竹社會福利協會附設高雄市私立路協居家式服務類長期照顧服務機構,1R1500014,高雄市路竹區竹南里竹南街5號2樓,居家服務,07-6969391,mmmmmmm98@yahoo.com.tw,曾清文,20230101,20240630,20231218 15:56:55
財團法人高雄市崇恩社會福利慈善事業基金會附設高雄市私立敬慈居家長照機構,1S1500008,高雄市楠梓區清豐里立仁街131號3樓,居家服務,07-3539619#25,chongen020401001@gmail.com,龔明聰,20240701,20261231,20240627 16:07:02
財團法人高雄市崇恩社會福利慈善事業基金會附設高雄市私立敬慈居家長照機構,1S1500008,高雄市楠梓區清豐里立仁街131號3樓,喘息服務,07-3539619#25,chongen020401001@gmail.com,龔明聰,20210401,20240630,20231230 17:47:47
財團法人濟興長青基金會附設高雄市私立濟興居家式服務類長期照顧服務機構,1S1500011,高雄市橋頭區橋南里成功南路148巷6弄11號,居家服務,07-6115206,jising.org@gmail.com,陳銘華,20230101,20240630,20231218 16:33:58
有限責任高雄市麗眾照顧服務勞動合作社私立麗眾居家長照機構,1T1500003,高雄市左營區福山里文川路311號,居家服務,07-3508843,a826986624@gmail.com,周秀蘭,20240701,20261231,20240625 17:43:51
有限責任高雄市麗眾照顧服務勞動合作社私立麗眾居家長照機構,1T1500003,高雄市左營區福山里文川路311號,居家服務,07-3508843,a826986624@gmail.com,周秀蘭,20230101,20240630,20231218 14:36:35
有限責任高雄市愛齡照護服務勞動合作社附設高雄市私立三多利居家長照機構,1T1500005,高雄市前金區文西里光明街6號4樓之1,居家服務,07-2232207,alal2012269@gmail.com,林昌坤,20230101,20240630,20231218 14:32:31
天主教聖功醫療財團法人附設高雄市私立聖功居家式服務類長期照顧服務機構,1U1500002,高雄市苓雅區民主里建國一路352號,喘息服務,07-2238153#2292,society2018@mail.joseph.org.tw,郭果七,20240701,20261231,20240630 10:45:04
佑泰物理治療所,B41500018,高雄市橋頭區仕隆里成功南路5之1號,專業照護服務,07-6120311,2gduiuiu@gmail.com,陳淑玲,20240701,20261231,20240615 10:45:36
財團法人喜憨兒社會福利基金會附設高雄市私立喜憨兒天鵝堡,BD1500005,高雄市旗山區南勝里得勝巷2之1號,營養餐飲服務,07-6665482#215,t00671@careus.org.tw,蕭淑珍,20210801,20211231,20210728 16:57:00
財團法人高雄市私立萃文書院社會福利慈善事業基金會,BD1500021,高雄市內門區番子路16-10號,到宅沐浴車服務,07-7481803,jw940726@yahoo.com.tw,黃碧恭,20230101,20261231,20240801 20:40:47
社團法人高雄市佳音社區營造協會,BE1500018,高雄市內門區木柵里木柵44號,營養餐飲服務,07-6681139,kaim@yahoo.com.tw,李清正,20180101,20240331,20240201 12:42:28
社團法人高雄市濟興護老慈善會,BE1500051,高雄市鼓山區延平街87之13號3樓,營養餐飲服務,07-5313054,lin539729@gmail.com,李盡英,20180101,20240331,20240201 12:31:58
衛生福利部旗山醫院居家式服務類長期照顧服務機構,1A1500001,高雄市旗山區大德里東新街25巷8號5樓,居家服務,07-6613811#3609,swr@chis.mohw.gov.tw,張峻瑋,20240701,20261231,20240627 11:40:47
社團法人高雄市樂齡照顧關懷協會附設高雄市私立樂齡居家式服務類長期照顧服務機構,1R1500007,高雄市岡山區竹圍里竹圍北街132巷17-1號2樓,居家服務,07-6216881,36964598iseeyou@gmail.com,謝彥緯,20210401,20221231,20210501 15:41:06
社團法人高雄市照顧技術推廣協會附設高雄市私立高雄照協居家式服務類長期照顧服務機構,1R1500009,高雄市岡山區後紅里三民路38號,營養餐飲服務,07-6223939,kp2011699@gmail.com,丁麗寬,20180101,20240331,20240201 12:39:39
社團法人高雄市照顧技術推廣協會附設高雄市私立高雄照協居家式服務類長期照顧服務機構,1R1500009,高雄市岡山區後紅里三民路38號,居家服務,07-6223939,kp2011699@gmail.com,丁麗寬,20230101,20240630,20231218 15:55:19
社團法人高雄長期照顧人員福利促進協會附設高雄市私立長促居家式服務類長期照顧服務機構,1R1500018,高雄市大寮區中庄里鳳屏一路472號3樓,居家服務,07-7011607,wpmember@yahoo.com.tw,顏志評,20240701,20261231,20240626 11:49:52
財團法人高雄市郭吳麗珠社會福利慈善事業基金會私立燕巢社區(小規模多機能)長照機構,2S1500005,高雄市燕巢區南燕里中興路431號,社區式交通接送服務(BD03),07-6169885,yan.daycare@msa.hinet.net,郭光皓,20180101,20261231,20240701 10:29:14
社團法人高雄市八方義行團關懷協會私立八方居家長照機構,1N1500004,高雄市鳳山區東門里中山東路58巷32號,喘息服務,07-7190805,nurseaide107@gmail.com,陳虹秀,20210401,20221231,20210401 21:55:08
社團法人高雄市照顧服務人力協會附設高雄市私立華登人力居家式服務類長期照顧服務機構,1R1500013,高雄市新興區明莊里六合二路1號,喘息服務,07-2860023,kcsha111@gmail.com,張儀楹,20230101,20240630,20231230 17:29:59
財團法人高雄市私立萃文書院社會福利慈善事業基金會附設高雄市私立萃文居家式服務類長期照顧服務機構,1S1500004,高雄市內門區內豊里內埔83號,營養餐飲服務,07-6671006,jw970301@yahoo.com.tw,黃碧恭,20200101,20211231,20201229 18:34:06
財團法人高雄市私立萃文書院社會福利慈善事業基金會附設高雄市私立萃文居家式服務類長期照顧服務機構,1S1500004,高雄市內門區內豊里內埔83號,喘息服務,07-6671006,jw970301@yahoo.com.tw,黃碧恭,20210401,20221231,20210331 09:45:08
財團法人高雄市私立萃文書院社會福利慈善事業基金會附設高雄市私立萃文居家式服務類長期照顧服務機構,1S1500004,高雄市內門區內豊里內埔83號,居家服務,07-6671006,jw970301@yahoo.com.tw,黃碧恭,20240701,20261231,20240626 14:27:08
有限責任高雄市健康照顧服務勞動合作社附設私立健康居家長照機構,1T1500001,高雄市三民區寶珠里正忠路455巷4之2號,居家服務,07-3857346,health2end@gmail.com,陳月春,20240701,20261231,20240627 14:38:34
有限責任高雄市健康照顧服務勞動合作社附設私立健康居家長照機構,1T1500001,高雄市三民區寶珠里正忠路455巷4之2號,喘息服務,07-3857346,health2end@gmail.com,陳月春,20240701,20261231,20240630 17:07:47
有限責任高雄市健康照顧服務勞動合作社附設私立健康居家長照機構,1T1500001,高雄市三民區寶珠里正忠路455巷4之2號,居家服務,07-3857346,health2end@gmail.com,陳月春,20210401,20230130,20221230 20:22:18
有限責任高雄市樹子照顧服務勞動合作社私立樹子居家長照機構,1T1500008,高雄市新興區振華里中山二路472號10樓之7,喘息服務,07-2818800,treeseeda2@gmail.com,王炳宇,20230101,20240630,20240205 13:41:46
有限責任高雄市安祥照顧服務勞動合作社附設高雄市私立安祥居家長照機構,1T1500010,高雄市鳳山區曹公路15之3號4樓,喘息服務,07-7902897,caregiv.living@gmail.com,羅連春,20230101,20240630,20231229 16:03:36
有限責任高雄市安祥照顧服務勞動合作社附設高雄市私立安祥居家長照機構,1T1500010,高雄市鳳山區曹公路15之3號4樓,居家服務,07-7902897,caregiv.living@gmail.com,羅連春,20230101,20240630,20231218 14:27:48
財團法人高雄市私立典寶社會福利慈善事業基金會私立典寶居家長照機構,1S1500002,高雄市三民區達德里博愛一路70號11樓,居家服務,07-3112600,dbhsc598@gmail.com,鄭嘉琳,20240701,20261231,20240626 14:20:09
財團法人高雄市私立典寶社會福利慈善事業基金會私立典寶居家長照機構,1S1500002,高雄市三民區達德里博愛一路70號11樓,喘息服務,07-3112600,dbhsc598@gmail.com,鄭嘉琳,20210401,20240630,20231230 15:48:59
財團法人弘道老人福利基金會附設高雄市私立弘道居家式服務類長期照顧服務機構,1S1500005,高雄市左營區新下里自由二路309號3樓,喘息服務,07-5563225,hondao.south@hondao.org.tw,王乃弘,20210401,20240630,20231230 17:48:04
財團法人弘道老人福利基金會附設高雄市私立弘道居家式服務類長期照顧服務機構,1S1500005,高雄市左營區新下里自由二路309號3樓,居家服務,07-5563225,hondao.south@hondao.org.tw,王乃弘,20240701,20261231,20240630 15:55:20
財團法人高雄市郭吳麗珠社會福利慈善事業基金會附設高雄市私立財團法人高雄市郭吳麗珠社會福利慈善事業基金會居家式服務類長期照顧服務機構,1S1500010,高雄市前鎮區民權里一心一路243號8樓之4,居家服務,07-3318505,daxin2@hibox.hinet.net,郭光皓,20230101,20240630,20231218 16:31:09
